Czas,Mowca,Tekst
"44:15","Mowca 3","Pytam się, bo zobaczyliście zakład, zobaczyliście co u nas jest najgorsze i tak chciałbym wiedzieć mniej więcej na czym nasz zakład najbardziej kuleje w tych projektowych sprawach lub właśnie tych produkcyjnych."
"44:26","Mowca 2","Byliśmy dość dawno temu, więc..."
"44:30","Mowca 2","Zakład jest"
"44:31","Mowca 1","zatwierdzony i zakład jest rewelacja, wymaga drobnych modernizacji."
"44:36","Mowca 1","A takie, jak to się Pan pyta, o jakieś szczegóły, jakie te punkty tej modernizacji, to na etapie projektowania narysujemy."
"44:42","Mowca 1","Wtedy narysujemy drobnik i to wtedy będą te punkty, bo teraz nie jesteśmy w stanie tego powiedzieć."
"44:48","Mowca 3","I to mi wystarczy."
"44:50","Mowca 1","Po przejściu ta myjka od razu się wyciągnął."
"44:52","Mowca 2","My to wszystko Panu powiemy."
"44:54","Mowca 2","Tu jest problem, tu jest problem."
"44:55","Mowca 2","Natomiast jeszcze też, powracając do weternalii, jak zakład jest 20-30 lat, funkcjonuje i ja mam takie sytuacje, że jadę, a lekarz tak patrzy i mówi, cholera panie, no przecież ta myjka nie może być tak na tym projekcie, no nie?"
"45:10","Mowca 2","Ale mówi tak, no my mamy ten zakład pod nadzorem przez 20 lat, ja mówię, przecież ta myjka tak jest."
"45:16","Mowca 2","Kurnia, weź Pan napisz tam w tym projekcie to, pisz Pan taką procedurę rozdziału w czasie, żebym ja to mógł zatwierdzić."
"45:24","Mowca 2","Przecież ja nie powiem im teraz, jak 20 lat zakład funkcjonuje, że zakład źle funkcjonuje."
"45:28","Mowca 3","Ja znajduję rozwiązania."
"45:31","Mowca 1","Tak, szczegółowe punkciki powiemy na etapie projektowania."
"45:34","Mowca 3","Już nie będę tego ciągnął, bo chodziło mi tylko o wyznaczenie jakiegoś z grubsza takich..."
"45:38","Mowca 3","wrzucających się w oczy, ale usłyszałem argumenty, że trochę dawno byliście i to musielibyście drugi przejazd."
"45:44","Mowca 1","Tak, tak."
"45:44","Mowca 3","Okej, to by było jasne."
"45:45","Mowca 2","My nie pamiętamy."
"45:47","Mowca 2","Pamiętamy, my nie, ale jest to do zrobienia."
"45:49","Mowca 2","My tam żeśmy na produkcji już mówiliśmy, jak to rozdzielić, bo są możliwości, są możliwości rozdzielenia."
"45:56","Mowca 2","Pamiętam, że tam coś byliśmy na hali produkcyjnej, że coś chcieliśmy wydzielać, że były kwestie uchodzenia chyba, tak?"
"46:02","Mowca 2","ale to chłodnictwo my też wiemy, że chcecie poprawiać, więc no wszystko to zmodelizujemy."
"46:08","Mowca 2","Pamiętam, że tą część brudną przyjęcie, rampa przyjęcia nam się bardzo podobała, że mieliście to niezwykle dobrze zrobione, że ja stwierdziłem, że nie będzie problemu z dobrostanem, nie będzie problemu z przyjęciem."
"46:21","Mowca 2","Bardzo ładnie to zrobione, na przykład, a końcówka była gorzej."
"46:26","Mowca 0","Mieliśmy audyt i pani zakwestionowała nam właśnie dobrostan."
"46:29","Mowca 2","Że były bardzo duże problemy z pakowaniami."
"46:32","Mowca 2","Ale dokumenty czy traktyce?"
"46:34","Mowca 3","Traktyce."
"46:36","Mowca 3","Chyba tam, że jest za jasno z tyłu."
"46:39","Mowca 3","Bo bramy są cały czas otwarte, że nie ma światła niebieskiego na trasie."
"46:43","Mowca 3","Jest oczywiście komora, ale jeszcze..."
"46:46","Mowca 3","Weterynaria zatwierdzone mieliśmy, audyty przechodzimy."
"46:50","Mowca 0","Mamy dobrostan, który jest robiony raz na pół roku."
"46:53","Mowca 3","Ostatni audyt pokazał, że właśnie tam ktoś..."
"46:54","Mowca 3","Że nie."
"46:56","Mowca 3","No mi się wydaje, że tam na pewno byłoby coś trzeba porobić, bo ja widziałem, że w tych innych ubojniach praktycznie jest ciemno."
"47:01","Mowca 0","My mamy porównanie, tak jak byliśmy z szefami na innych ubojniach i to też można w inny sposób rozwiązać, tak?"
"47:09","Mowca 3","Tak, mi się wydaje, że tak."
"47:10","Mowca 0","Jeśli chcecie, to oczywiście na etapie projektowania..."
"47:15","Mowca 0","żebyśmy na tych wszystkich modernizacjach nie nawalili nie wiadomo ile pieniędzy, tak?"
"47:20","Mowca 0","Chcemy to rozwiązać, żeby to działało dobrze, rozsądnie, ale żebyśmy podjęli się jak najmniejszy koszt."
"47:25","Mowca 0","Ja tak powiem od siebie, bo to"
"47:27","Mowca 1","też..."
"47:27","Mowca 1","Tak, ale też zawsze do tego dążymy."
"47:29","Mowca 3","Tak, ale też do tego dążymy."
"47:30","Mowca 3","Tak, jak najbardziej, ale też fizycznie chciałbym."
"47:34","Mowca 3","Nie chciałbym być też pionerem na papierku, ale również chciałbym dożyć, żeby fizycznie do tego osiągnąć, bo jednak to ludzie jedzą..."
"47:40","Mowca 0","Znaczy, ja myślę, tak z mojej strony, moglibyśmy zrobić takie spotkanie, żebyśmy przeszli razem, żeby pan serwisz znalazł sobie taki luźniejszy dzień i chyba to w trakcie produkcji, a ewentualnie bez produkcji."
"47:55","Mowca 2","Jakkolwiek."
"47:56","Mowca 0","Żeby po prostu też pewne rzeczy sobie ustalić i żeby On jako inwestor."
"48:01","Mowca 0","Tak."
"48:01","Mowca 0","i chciał zobaczyć, jak to będzie tak naprawdę wyglądało i z waszej strony, gdzie są te punkty takie..."
"48:08","Mowca 0","Tak to będzie"
"48:10","Mowca 1","wyglądało, tak jak pani powiedziała."
"48:11","Mowca 2","Projektowanie odbywa się tak, że my jak przelicujemy zakład, my przyjdziemy, musimy go zinwentaryzować, to to projektowanie odbywa się dokładnie tak, jak pani mówi."
"48:22","Mowca 2","Bo ja mówię tak, macie państwo przyjęcie i na tym przyjęciu występują takie i takie problemy."
"48:28","Mowca 2","Ja to mówię."
"48:34","Mowca 2","niezgodności, to jest niedopuszczalne."
"48:36","Mowca 2","Jest problem z pakowaniem."
"48:38","Mowca 2","Taki, taki problem."
"48:39","Mowca 2","I my mówimy, jaki jest problem i mówimy, jakie są propozycje rozwiązania, żeby to zrobić na tip-top, a jakie są propozycje rozwiązania, żeby to spełniało kryterium prawne, było dobrze, a na przykład mniejszym kosztem."
"48:51","Mowca 0","Tym bardziej, że chcemy iść pod BRC,"
"48:53","Mowca 2","tam na pewno z pakowaniem..."
"48:54","Mowca 2","Tak, ale my dajemy, no to ja już właśnie to podkreślam, my dajemy zawsze dwie, trzy propozycje rozwiązania, ale ostateczne rozwiązanie ustalamy czy robimy myjnię ekstra super trzy strefową magazyn i będziemy ją przebudowali czy na przykład zrobimy że wydzielimy tam tylko strefy pośrednich postawimy strzękę z plecy i na przykład to wystarczy Ok, mamy pakowanie, to co?"
"49:21","Mowca 2","Będziemy walili osobny magazyn i zrobimy koszty, przekłujemy drzwi zewnątrz, czy pójdziemy na skróty, stawimy ściankę z płyty warstwowej, wydzielimy dwa metry na dwa metry magazyn opakowań połączony z pakowaniem, spełnimy przepisy, spełnimy drogi."
"49:38","Mowca 2","I będzie okej, ale wybór należy to Pana, bo Pan będzie miał wizję, możliwość zrobienia taką, super, ale zrobienia tańszej wizji, ale spełniającej te wymagania prawne."
"49:49","Mowca 0","I zaakceptowalne."
"49:50","Mowca 2","Na etapie projektowania każde pomieszczenie, każdy ten będzie tak omawiany."
"49:54","Mowca 2","Będzie tak, że przyjedziemy, mówimy o myjce pojemników i wtedy zejdziemy na myjkę, na ten dział, bo mamy problem w tym działe i jeszcze zejdziemy na produkcję, zobaczymy jak to ma być, pokażemy jak te ścianki mają być."
"50:06","Mowca 2","To nie będzie tak, że my przyjedziemy"
"50:08","Mowca 1","do was..."
"50:09","Mowca 1","Na papierze pasuje to..."
"50:10","Mowca 1","Tak,"
"50:11","Mowca 2","to tak jak było takie spotkanie w tamtym tygodniu, że firma przyjechała, położyła projekt, no ten zakład ma tak wyglądać, no musi tak wyglądać, no musi pan tą szanę postawić, musi pan to zrobić."
"50:23","Mowca 2","Człowiek wziął potem, zrobił tego wycenę, przyjechała firma, zrobiła wycenę i facet od wyceny mówi tak, wie pan co, W sumie to niech się Pan zastanowi, bo może lepiej byłoby z boku drugi zakład postawić, bo to by wyszło niewiele droższe."
"50:37","Mowca 3","Trochę droższe."
"50:38","Mowca 2","No to po co takie rzeczy robić?"
"50:40","Mowca 2","No wiadomo, że my tu mamy zakład, musimy się w ramach logiki dostosować i w ramach też jakichś określonych budżetów, które Państwo macie, tak?"
"50:48","Mowca 3","Okej."
"50:48","Mowca 3","To teraz tak, jeżeli byśmy się zgodzili na tą ofertę i w ogóle na współpracę, to kiedy byłby taki najwcześniejszy termin, żeby z tym zadziałać?"
"50:58","Mowca 3","Bo to będzie mi dotyczyło mojego następnego pytania."
"51:00","Mowca 2","Termin działania to jest tak, że albo się umawiamy, że startujemy na szybko i już robimy i startujemy."
"51:07","Mowca 3","Na spokojnie."
"51:08","Mowca 2","Bo my no w zasadzie mamy cały czas pracę."
"51:12","Mowca 3","To może nie, przerwę na chwilę."
"51:14","Mowca 3","Bo dlaczego chcę zadać później następne pytanie?"
"51:17","Mowca 2","No bo najważniejszy jest tak pracy, bo jeśli zaczniemy i umówimy się, że startujemy, to jak my wystartujemy, to my mamy pierwsze prace, że musimy sobie zrobić inwentaryzację, przyjechać, pomierzyć to wszystko, tak?"
"51:29","Mowca 3","Dobrze, ale zresztą to taki plan."
"51:30","Mowca 2","My mamy trzy tygodnie takiej roboty, że was nie angażujemy, tylko my jesteśmy zaangażowani."
"51:35","Mowca 2","My tylko dzwonimy pani Justyno, niech nas tam pani wpuści na zakład, bo my sobie musimy porobić pomiary, domierzyć, no i tak my musimy tak dwa, trzy, cztery razy przyjechać."
"51:44","Mowca 2","I mamy takie dwa, trzy tygodnie takiej pracy samemu, bez angażowania."
"51:49","Mowca 2","Dla Was jeszcze."
"51:50","Mowca 3","Okej."
"51:51","Mowca 3","To właśnie o co mi chodziło?"
"51:53","Mowca 3","Bo chodzi mi o te chłodzenie."
"51:55","Mowca 3","Bo już na patroszarkę nie patrzę."
"51:57","Mowca 0","Ale po chłodzeniu ja uważam."
"51:58","Mowca 3","Patroszarka to może wrześniu, październik, listopad, więc nie będziemy tam czekać z tym."
"52:03","Mowca 3","Bo chodzi o to, że fajnie byłoby to jakoś zazębić z tym chłodzeniem."
"52:06","Mowca 3","Bo wydaje mi się, że koniec maja oni powinni skończyć."
"52:09","Mowca 3","Tak już deadline taki."
"52:10","Mowca 3","Koniec maja."
"52:12","Mowca 3","I fajnie jest, żeby te wszystkie przyłącza, nie przyłącza to wszystko było."
"52:16","Mowca 3","No, jak oni skończą to w maju, to nie wiem, bo pan powiedział, że"
"52:20","Mowca 2","jak najnowsze..."
"52:21","Mowca 2","Nam chłodzenie..."
"52:23","Mowca 3","Ale przyłącza wszystko, tam będzie."
"52:25","Mowca 2","Tak, ale nam chłodzenie nie koliduje z projektem."
"52:27","Mowca 3","Ale na projekcie będą przecież."
"52:30","Mowca 3","Rozmawialiśmy o tym wcześniej."
"52:31","Mowca 2","Oni mogą robić chłodzenie, bo ja potrzebuję do maja rozrysować to wszystko i rysować pomieszczenia."
"52:37","Mowca 2","Jak oni w maju skończą instalację chłodzenia, To nie ma problemu, bo nie pan zrozumie, że ja sobie tylko płonę nożem."
"52:43","Mowca 1","To będzie też trwało."
"52:44","Mowca 2","I to będzie też trwało."
"52:46","Mowca 2","O to chodzi, że ja nie chcę blokować siebie i pana pracy, bo jeśli oni w maju skończą chłodzenie, to bardzo dobrze."
"52:52","Mowca 2","To ja mam w tej chwili marzec, ja mam kwiecień, maj."
"52:55","Mowca 2","Ja potrzebuję trzy miesiące, żeby zrobić..."
"52:57","Mowca 2","Jeśli oni to w maju robią, to ja zaczynam teraz i to jest super czas."
"53:04","Mowca 1","My musimy zebrać te pewne materiały, żeby doszło do pierwszego wydruku."
"53:09","Mowca 1","Żeby pan sobie to widział."
"53:11","Mowca 1","Żeby pan miał z czym sobie czespać."
"53:14","Mowca 3","Jak oni to zrobią, jak oni zrobią,"
"53:16","Mowca 2","fizycznie zamontują chodzenie na koniec czerwca, to też będzie bardzo dobrze."
"53:23","Mowca 2","tylko wyresolowuje."
"53:25","Mowca 2","A tak to jak zaczniemy w maju, to pan będzie czekał do końca roku na projekt, na cokolwiek i pan zostanie zablokowany ze wszystkim."
"53:35","Mowca 1","Poza tym też my musimy powiedzieć, że u nas w firmie jest przerwa, praktycznie cały lipiec firma jest zamknięta."
"53:40","Mowca 2","Od lipca stoimy."
"53:41","Mowca 3","Ok, ok."
"53:42","Mowca 3","To co zrobimy do czerwca,"
"53:44","Mowca 1","to będzie pan już widział i będzie pan miał nad czym myśleć."
"53:47","Mowca 1","A później może być jakaś przerwa do części obcowej."
"53:50","Mowca 2","Wy macie tamtędy, możecie sobie montować, agregaty, wszystko."
"53:54","Mowca 2","My przyjedziemy potem, po 12 lipca przyjedziemy."
"53:59","Mowca 2","Jak ten sprzęt wici to super, ale to my mamy tylko go do wyrysowania."
"54:02","Mowca 2","I gonimy z robotą, lecimy z robotą."
"54:06","Mowca 3","To tak, to teraz..."
"54:09","Mowca 3","Nie jeszcze mam pytania, bo chodzi o to, że ten BRC i EPS, tak?"
"54:14","Mowca 3","I one wymagają tej identyfikalności tego towaru, żeby był dokładny, tak?"
"54:19","Mowca 2","Tak."
"54:20","Mowca 3","No teraz ja powiem tak szczerze, u nas dopiero staram się rozwijać tę identyfikację, jeżeli chodzi o etkiety i dokładne te procesy, tak?"
"54:29","Mowca 3","Jak oni na to będą patrzeć?"
"54:31","Mowca 3","Bo u nas wygląda to najprościej tak."
"54:34","Mowca 3","Ważą pojemnik, klikają sobie partie."
"54:37","Mowca 0","Nie, identyfikowność to zaczynać się od wjazdu z surowca, czyli od kurczaka."
"54:42","Mowca 2","Ja tu może przerwę Państwu, no powiem Państwu szczerze, no nie zrobicie Państwo tego bez nas."
"54:47","Mowca 2","Są określone standardy, wymogi, przepisy i ten proces."
"54:55","Mowca 2","nie zbudujecie go sami, bo nawet jeśli go zbudujecie, to on nie będzie zgodny z tym, co jest wymagane podczas audytu, czy nawet nie chodzi o audyt certyfikujący, tylko przyjeżdża z Biedronki, z Gidla, z Aldiego audytor i to, co on będzie chciał, to musi być w tym systemie."
"55:11","Mowca 0","Zazwyczaj oni kupują jakiś kawałek mięsa, przyjeżdżają z tym i proszę mi zrobić w"
"55:18","Mowca 2","przeciągu 4 godziny wychodzi na produkcję, weźmie tą tłuszczkę i w ciągu 4 godziny musi być w kole."
"55:27","Mowca 2","I my Panu ten system zrobimy."
"55:31","Mowca 2","musimy przygotować test identyfikowalności i w przód, i wstecz, tak?"
"55:37","Mowca 0","Tak, tak."
"55:37","Mowca 1","Czyli od środka urodkowego symulacji wycofania z rynku."
"55:40","Mowca 2","I symulację wycofania z rynku."
"55:42","Mowca 2","Teraz na przykład to samo pytanie, na przykład pana, procedury wycofania z rynku i z obrotu handlowego."
"55:50","Mowca 2","Procedury wycofania z rynku i z obrotu handlowego."
"55:53","Mowca 2","I teraz..."
"55:55","Mowca 2","Proszę zrozumieć, że jak Pan się wczyta w te wymogi sieciowe, będziecie to Państwo czytali 6 czy 7 godzin."
"56:02","Mowca 2","Ja nad tym spędziłem 2 czy 3 miesiące życia, bo ja akurat, ja akurat zajmuję się opracowywaniem tych procedur, struktur i diagramów, tak?"
"56:11","Mowca 2","I proszę zrozumieć, że dla nas jest to chleb powszedny i my żeśmy niejedną firmę robiliśmy i to zrobimy i to będzie u Państwa funkcjonowało."
"56:18","Mowca 2","I na audycie certyfikującym pokażemy, że to działa i to przejdzie, tak?"
"56:23","Mowca 2","Mając ten system zrobiony ręcznie, opracowany w sposób ręczny i zrobione diagramy, na podstawie tego można to przenieść na system informatyczny."
"56:34","Mowca 2","Bo to będzie dostosowane do Państwa firmy."
"56:35","Mowca 0","Ale w tej chwili tutaj już część działa nad Twoim już, tak?"
"56:41","Mowca 3","Tak, tak, tak."
"56:41","Mowca 2","To bardzo dobrze."
"56:42","Mowca 0","To jeszcze chwilę potrzeba, żeby to ostatnie ogniwo, które tutaj się zakończyło."
"56:47","Mowca 2","Ale to spokojnie, to my to wszystko też Wniesiemy, przeniesiemy i my to wszystko wykorzystamy."
"56:53","Mowca 2","Bo my nie budujemy czegoś, co narzucamy państwu na siłę, że musi być tak."
"56:58","Mowca 2","Nie musi, bo jak wy macie już system jakiejś gospodarki magazynowej przyjęć i jest to szczytywane, jest to robione, no to bardzo fajnie, to na tym trzeba się oprzeć."
"57:07","Mowca 2","My możemy człowiekowi, który dalej ten system będzie rozbudowywał, powiedzieć jaką my chcemy końcówkę tego systemu, bo w praktyce firmy nie mają końcówki, bo to jest najgorsze, a my mu podpowiemy jak to zrobić i jeśli on to zrobi i przeniesie elektronicznie, to on bajka nam."
"57:20","Mowca 3","Okej."
"57:21","Mowca 2","I to zbudujemy i to zrobimy razem."
"57:23","Mowca 3","Dobra, dobra, to nie ma problemu."
"57:24","Mowca 2","Tylko to jest już w systemie BRC."
"57:25","Mowca 1","Tylko to też może trwać, tak?"
"57:27","Mowca 3","Dobrze, dobrze."
"57:28","Mowca 3","Oczywiście, że tak."
"57:29","Mowca 3","Czyli tak, jeżeli chodzi o projekt technologiczny, to my go robimy z takim założeniem, że zakładamy, że robimy ze zwiększonymi ubojami, tak?"
"57:39","Mowca 0","Tak, tak."
"57:40","Mowca 2","No pewnie."
"57:40","Mowca 3","Dobrze."
"57:41","Mowca 0","Przyszłościowo."
"57:41","Mowca 1","Przyszłościowo."
"57:42","Mowca 3","I ale pozwolenie..."
"57:44","Mowca 3","Żeby nie było wąskich gardł później."
"57:46","Mowca 3","Tak, tak."
"57:47","Mowca 3","To na co mi zależy, tak."
"57:48","Mowca 1","Takie cele."
"57:49","Mowca 3","I pozwolenie zintegrowane również robimy."
"57:52","Mowca 3","I pytanie."
"57:53","Mowca 0","Pozwolenie integrowane to jest bardziej związane Z ochroną środowiska."
"57:58","Mowca 3","No dobrze, ale to też jest dosyć ważne, że co z tego, że zrobimy to tak środowiskowo nie będzie."
"58:02","Mowca 0","Bo to chodzi później o to, jeżeli chcemy zwiększyć ilość ubijanych kurczaków, powiedzmy o te 20%, czyli powiedzmy, jak mamy w tej chwili 450 na tydzień, no to powiedzmy niech będzie 500."
"58:15","Mowca 3","Ale wiesz..."
"58:15","Mowca 3","Ok, żeby wiadomo o niedzielach."
"58:18","Mowca 0","Ale to wtedy niezależnie, bo masz tygodniowo, tak?"
"58:23","Mowca 0","Ubijesz mniej w tygodniu, więcej możesz ubić tego swojego dnia."
"58:27","Mowca 0","Możesz sobie zrobić sobotę i niedzielę, ale w projekcie będziemy musieli mieć zapisane i w opisie technologicznym, że praca jest od powiedzmy pięć dni w tygodniu z możliwością pracy Praca tygodniowa to jest zdolność tygodniowa."
"58:47","Mowca 1","Czy zakład pracuje od poniedziałku do piątku, czy w sobotę, czy w niedzielę."
"58:49","Mowca 0","Ale musimy zwiększyć, żebyśmy nie przekroczyli tej, którą mamy w tej chwili."
"58:53","Mowca 3","Tak, bo my chcemy zwiększyć od poniedziałku do piątku i równocześnie dać sobie wytrych, że jak zrobimy też niedzielę, to żeby też się dalej mieściło."
"59:01","Mowca 3","Bo jednak zdarza nam się robić tę niedzielę, bo czasami naprawdę dobrze idzie."
"59:05","Mowca 0","Ale na tą chwilę nie przekraczamy, mimo że co jakiś czas tam mamy jedną niedzielę, że tak powiem, wpadnie w plan pracy."
"59:11","Mowca 0","Tu nie przeszkodzę."
"59:13","Mowca 0","Tylko później, jakbyśmy chcieli już 600, to"
"59:15","Mowca 2","możemy mieć problem woda, szczyt i te inne tematy."
"59:17","Mowca 2","To jest jedna rzecz zasadnicza, że żeby zrobić jakiekolwiek dalej pozwolenie zintegrowane, środowiskowe, Jeśli takowe będzie Państwu konieczne."
"59:27","Mowca 2","Ja podkreślam, jeśli będzie takowe konieczne."
"59:29","Mowca 2","To do tego pozwolenia opracowany przez nas projekt idzie jako załącznik."
"59:33","Mowca 2","Bez tego projektu tego pozwolenia się nie zrobi."
"59:35","Mowca 2","Jak firma się do nas zgłasza, bo jest sytuacja taka, że jest do budowa 30% zakładu."
"59:43","Mowca 2","Przy rozbudowie zakładu bezwzględnie jest wymagane nowe pozwolenie środowiskowe, bo idzie pozwolenie na budowę."
"59:49","Mowca 2","To projekt technologiczny."
"59:51","Mowca 2","Na podstawie projektu technologicznego jest zrobiony projekt budowlany, bo konstrukcja, architekturę i jest jako załączyć do projektu budowlanego i jako załączyć do pozwolenia środowiskowego."
"00:00","Mowca 2","I na podstawie tego idzie pozwolenie środowiskowe."
"00:02","Mowca 0","Tak, no bo będą mieli opis technologii, czy jest wodo, czy jest powietrze."
"00:06","Mowca 0","Tak, tak."
"00:08","Mowca 2","To pomnóstwo bierze ale będą dzwonić, muszą mieć ten projekt."
"00:14","Mowca 1","Czyli muszą mieć tą podstawę, gdzie jest część opisowa i część rysowana."
"00:19","Mowca 2","Do pozwolenia zintegrowanego ten projekt jest jako załącznik."
"00:23","Mowca 2","On musi być zrobiony, opracowany, zamknięty."
"00:25","Mowca 2","Żadna firma się nie podejmie do opracowania jakiegokolwiek pozwolenia zintegrowanego, nie mając skończonego projektu technologicznego."
"00:33","Mowca 3","I co, jak zostanie zatwierdzony ten projekt, to ktoś z weterynarii przychodzi i sprawdza, czy jest rzeczywistość, czy to wszystko zostało zrobione?"
"00:41","Mowca 2","Nie."
"00:42","Mowca 2","Projekt ma pan po to, że pan planuje ten zakład zrobić i ten zakład ma docelowo tak wyglądać, jak pan chce."
"00:49","Mowca 2","Natomiast w momencie, kiedy pan napisze podanie, że w związku z zakończonymi pracami modernizacyjnymi zwracam się o zmianę decyzji zatwierdzającej zakład, decyzję zatwierdzającej zakład i proszę o zwiększenie zdolności produkcyjnej, tak z założeniem projektu, to wówczas musi przyjechać powiatowy lekarz weterynarii, wykonać kontolę sprawdzającą w zakładzie i na podstawie tej kontoli wydaje decyzję o zwiększeniu tygodniowej zdolności produkcyjnej."
"01:17","Mowca 3","I jaką my wpiszemy tam?"
"01:18","Mowca 3","Znaczy to już uzgodnimy później, jeżeli chodzi"
"01:21","Mowca 2","o..."
"01:22","Mowca 2","Tak, tak, to pan sobie wpisuje, tak żeby było..."
"01:25","Mowca 2","Tak, żeby było dobrze, żeby..."
"01:28","Mowca 2","Panie serdeczny, pan musi wpisać tak, żeby nie było tak, że pan będzie do mnie za trzy lata dzwonił, że"
"01:33","Mowca 3","cholera trzeba..."
"01:33","Mowca 3","Bo może miał dziadek możliwość zdania jeszcze więcej, a się nie zgodził i dlatego się dzisiaj rozmawiamy."
"01:38","Mowca 2","I będzie problem."
"01:39","Mowca 2","Trzeba tak zrobić, żeby to na te pięć lat starczyło i żebyśmy się nie blokowali potem z weterynarią i z kimś."
"01:46","Mowca 2","Tym bardziej, że słuchajcie, jeśli ja robię teraz zmiany decyzji, to jest taka zasada, że jeśli zakład zmienia już trzecią czy czwartą decyzję, to wojewódzki to widzi i on wtedy musi z urzędu przyjechać na kontrolę, zobaczyć, co się w tym zakładzie dzieje, no nie?"
"02:02","Mowca 2","No to ja zawsze też, jak rozmawiam, czy jestem wojewódzkim spektrowaciem..."
"02:06","Mowca 0","Nie, w 2004 była pierwsza decyzja, później było w 2006 zmieniające i koniec decyzji."
"02:12","Mowca 2","Jak ja mam takich klientów, że co roku jest zmiana decyzji, to mam dwa lata i oni z województwa muszą przyjechać."
"02:18","Mowca 2","Oni zawsze mówią tak, weź napisz tej decyzji więcej, żeby było napisane więcej, no żeby nikomu się nie chce pracować."
"02:26","Mowca 2","Tak naprawdę to nikomu się nie chce do Pana przyjechać."
"02:28","Mowca 2","Oni boją siedzieć tam u siebie, pić kawę, tak?"
"02:30","Mowca 2","No bo jak przyjadą, coś zobaczą, że nie tak, a jeszcze nie daj Panie Boże, muszą napisać protokół, że coś jest nie tak, no to potem muszą przyjechać jeszcze sprawić, no nie?"
"02:38","Mowca 2","A system jest skonstruowany tak, że czy oni siedzą za komputerem, piją sobie kawę, czy są, kupują te same pieniądze."
"02:46","Mowca 2","Więc oni mówią tak, zróbcie to tak, piszcie takie wartości, żeby się tych decyzji nie zmieniali, żeby nie trzeba było przyjeżdżać, żeby nie trzeba było was kontrolować."
"02:54","Mowca 3","A jeżeli chodzi o te strefy ryzyka, o których nam mówiliśmy w brudniu, to będą wydzielone, bo w praktyce to będzie wyglądało tak, że będą wyznaczone na mapce, ale pytanie, czy w rzeczywistości i w rzeczywistości również."
"03:06","Mowca 3","I trzeba będzie pomalować to jakoś..."
"03:08","Mowca 2","Nie, nie, tak będzie to, że na"
"03:09","Mowca 0","przykład ludzie czerpki będą mieli, śluzy..."
"03:12","Mowca 2","Inny kolor czerpków, inny kolor ubrań."
"03:15","Mowca 3","Ale ścianki jakieś działowe będzie trzeba dostawić w razie potrzeby, jeżeli znajdą."
"03:20","Mowca 0","Raczej śluzy tam znajdą."
"03:21","Mowca 2","Raczej śluzy."
"03:22","Mowca 2","Przecież pracownicy..."
"03:23","Mowca 2","Proste."
"03:24","Mowca 2","Pracownicy, ci którzy są na przyjęciu surowca, muszą mieć oddzielne szatnie."
"03:30","Mowca 2","Nie może być tak, że ten facet wejdzie na pakowanie, gdzie jest na przykład pakowany."
"03:35","Mowca 2","No nie może."
"03:36","Mowca 2","Trzeba tak to zrobić, rozwiązać, żeby było pokazane, że on tam nie wchodzi, że on ma osobną szatnię, że on ma inny kolor czepka, inny kolor odzieży."
"03:43","Mowca 3","A jeżeli chodzi o strefę wysokiego ryzyka, chyba rozmawialiśmy, że też tego ma nie być."
"03:48","Mowca 3","Bo nie ma obróbki termicznej, tak?"
"03:50","Mowca 2","Tu, z tego co pamiętam, to nie mamy obróbki termicznej, więc nie wejdziemy w strefę wysokiego ryzyka, więc hura."
"03:56","Mowca 0","Znaczy, jeżeli mielibyśmy pakowanie w jakimś tam gazie, pakowane to wtedy, tak?"
"04:01","Mowca 2","Nie, wtedy też nie wejdziemy w strefę wysokiego ryzyka, bo jeśli będzie pakowany produkt surowy, to nie."
"04:07","Mowca 2","Bez obróbki termicznej to nie, to nie wejdziemy w strefę wysokiego ryzyka."
"04:11","Mowca 2","A jak nie wchodzimy w strefę wysokiego ryzyka, to mamy certyfikację dużo tańszą, mniej praca audytora, mniejsze koszty certyfikujące."
"04:22","Mowca 2","Gorzej jest, jak na przykład wiele jest takich sytuacji, że taka firma..."
"04:27","Mowca 2","Proszę mi powiedzieć taką rzecz."
"04:29","Mowca 0","Jeżeli chodzi o detektory metali?"
"04:33","Mowca 3","Właśnie."
"04:34","Mowca 1","Macie państwo detektor metali?"
"04:35","Mowca 0","Nie mamy właśnie."
"04:36","Mowca 0","I teraz powiedzcie mi, czy konieczne jest w naszej sytuacji, czy nie?"
"04:41","Mowca 2","Mamy 7 certyfikatów wydanych w 2025 roku w Łodzi, w województwie łódzkim."
"04:49","Mowca 2","Żaden zakład nie ma detektora metali."
"04:52","Mowca 2","Odpowiedź na to brzmi tak."
"04:59","Mowca 2","Jeżeli kupujecie detektor metali, to super, zrobimy dokumenty pod detektor."
"05:05","Mowca 2","Jeśli nie macie detektora metali, musimy się napracować nad dokumentacją, ale przejdzie bez detektora."
"05:16","Mowca 0","To tam już obowiązkowo, nie?"
"05:17","Mowca 2","Są dwie sieci, które jak przyjdą i zrobią audyt sieciowy, to wpiszą w zalecenia, towar handel będzie szedł, ale piszą w zaleczeniach, że zakład trzeba wyposażyć w detektor."
"05:31","Mowca 2","I jest tak na pewno w Algim."
"05:35","Mowca 2","Tak dobrze mówię?"
"05:37","Mowca 2","chyba w Lidlu Lidl ma te fioła na punkcie tych umywarek bezdotykowych i tej detektory medali że oni wpiszą że musi być i przy następnym audycie wtedy np."
"05:49","Mowca 2","macie rok czasu żeby ten detektor założyć i uruchomić i przy następnym audycie a tu macie rok czasu i przy następnym"
